,signup_date,city,business_service,customer_rating,last_service_use_date,phone,extra_cost_pct,weekday_pct,avg_use_of_service,avg_extra_cost,service_rating,use_of_service_in_first_30_days
10628,16080,W,False,5.0,16243,iPhone,0.0,0.0,3.1,1.0,,0
10629,16095,K,True,5.0,16190,iPhone,0.0,50.0,24.34,1.0,5.0,1
10630,16080,W,True,3.0,16083,iPhone,0.0,100.0,10.33,1.0,,1
10631,16095,W,False,4.8,16252,Android,20.0,60.0,5.03,1.05,4.7,0
10632,16073,A,True,5.0,16073,iPhone,0.0,100.0,0.44,1.0,5.0,1
10633,16092,W,False,4.5,16190,iPhone,0.0,100.0,0.59,1.0,,1
10634,16085,K,True,5.0,16086,iPhone,0.0,100.0,7.43,1.0,5.0,2
10635,16088,W,True,4.9,16238,iPhone,23.5,58.8,10.85,1.26,5.0,3
10636,16084,A,True,4.4,16200,iPhone,0.0,42.9,2.57,1.0,3.8,2
10637,16090,A,False,5.0,16205,Android,0.0,100.0,2.1,1.0,,0
10638,16075,W,False,5.0,16117,Android,0.0,60.0,1.58,1.0,4.0,4
10639,16095,A,False,4.5,16206,Android,25.0,50.0,6.32,1.06,5.0,2
10640,16092,A,False,5.0,16173,iPhone,100.0,0.0,1.57,2.0,3.0,0
10641,16084,K,False,5.0,16195,iPhone,0.0,100.0,2.35,1.0,3.0,0
10642,16092,A,True,4.7,16236,iPhone,14.8,59.3,2.36,1.15,3.6,5
10643,16076,A,True,4.4,16183,iPhone,0.0,100.0,4.47,1.0,4.6,0
10644,16079,A,True,5.0,16218,iPhone,0.0,100.0,2.78,1.0,,0
10645,16101,A,False,5.0,16222,iPhone,33.3,0.0,7.86,1.21,5.0,0
10646,16087,A,False,4.7,16249,iPhone,54.5,54.5,3.27,1.66,4.7,5
10647,16081,A,False,4.5,16243,iPhone,23.8,33.3,4.56,1.21,4.9,5
10648,16078,W,True,4.5,16250,iPhone,0.0,44.0,3.0,1.0,3.6,0
10649,16079,A,True,5.0,16165,iPhone,0.0,100.0,11.94,1.0,4.0,0
10650,16081,W,False,4.3,16243,iPhone,0.0,33.3,9.68,1.0,4.0,2
10651,16083,A,True,3.0,16192,iPhone,0.0,100.0,1.99,1.0,,0
10652,16087,W,True,4.4,16250,Android,9.1,54.5,5.54,1.05,5.0,1
10653,16090,K,False,5.0,16223,iPhone,0.0,100.0,3.23,1.0,5.0,0
10654,16077,W,False,4.7,16249,iPhone,4.0,56.0,5.02,1.05,4.8,6
10655,16096,A,True,4.9,16246,iPhone,3.1,84.4,4.64,1.01,4.9,7
10656,16098,W,True,4.4,16228,iPhone,0.0,72.7,3.38,1.0,4.0,5
10657,16095,K,True,5.0,16249,iPhone,33.3,0.0,2.72,1.25,5.0,3
10658,16084,A,False,5.0,16158,Android,0.0,100.0,3.86,1.0,5.0,0
10659,16094,W,False,5.0,16207,Android,0.0,50.0,3.57,1.0,,0
10660,16083,W,False,5.0,16166,iPhone,0.0,50.0,2.19,1.0,5.0,3
10661,16075,W,True,4.5,16098,Android,0.0,75.0,2.8,1.0,4.3,4
10662,16098,W,False,5.0,16226,iPhone,0.0,100.0,0.02,1.0,4.0,0
10663,16088,W,False,4.7,16199,Android,23.1,61.5,10.66,1.37,4.6,2
10664,16098,W,False,4.5,16206,iPhone,0.0,100.0,1.31,1.0,5.0,1
10665,16087,K,False,5.0,16183,Android,50.0,100.0,1.41,1.75,3.0,0
10666,16099,A,True,5.0,16100,iPhone,0.0,100.0,2.0,1.0,5.0,3
10667,16089,K,True,5.0,16090,Android,0.0,50.0,16.74,1.0,4.0,2
10668,16074,A,False,5.0,16207,iPhone,0.0,0.0,0.52,1.0,5.0,0
10669,16095,W,False,4.7,16232,iPhone,6.7,73.3,2.61,1.1,5.0,4
10670,16089,A,False,5.0,16089,iPhone,0.0,0.0,1.79,1.0,5.0,2
10671,16098,K,False,5.0,16196,iPhone,0.0,100.0,6.45,1.0,5.0,1
10672,16100,W,False,4.6,16244,Android,1.9,75.9,2.41,1.01,4.2,5
10673,16074,A,False,4.5,16159,Android,100.0,0.0,1.69,2.13,5.0,0
10674,16088,K,False,4.5,16236,iPhone,0.0,0.0,18.6,1.0,5.0,0
10675,16094,W,False,4.8,16138,Android,0.0,0.0,1.48,1.0,4.5,3
10676,16071,A,True,4.6,16248,iPhone,12.5,25.0,1.79,1.06,3.7,0
10677,16086,W,False,4.6,16242,iPhone,7.7,61.5,5.02,1.06,3.7,3
10678,16077,W,False,5.0,16078,iPhone,100.0,100.0,2.63,1.75,2.5,2
10679,16085,K,False,5.0,16086,iPhone,0.0,100.0,4.21,1.0,4.0,1
10680,16089,W,True,5.0,16176,iPhone,0.0,100.0,20.86,1.0,,0
10681,16088,W,False,4.6,16204,Android,0.0,70.0,3.53,1.0,5.0,3
10682,16094,A,False,5.0,16220,Android,50.0,100.0,1.73,1.25,5.0,0
10683,16097,W,True,4.6,16252,Android,8.6,84.5,3.84,1.06,4.8,9
10684,16096,W,True,5.0,16149,iPhone,0.0,100.0,10.16,1.0,5.0,3
10685,16099,K,False,5.0,16246,iPhone,0.0,100.0,17.5,1.0,5.0,1
10686,16095,W,False,5.0,16144,Android,0.0,50.0,2.38,1.0,5.0,0
10687,16088,K,False,5.0,16250,Android,0.0,0.0,2.97,1.0,,0
10688,16098,K,False,4.8,16235,iPhone,25.0,75.0,5.16,1.06,4.8,0
10689,16071,W,False,4.7,16243,iPhone,18.8,31.3,2.82,1.05,3.9,1
10690,16099,W,False,5.0,16173,iPhone,50.0,0.0,10.86,1.25,5.0,0
10691,16080,W,False,4.4,16246,Android,0.0,83.3,2.91,1.0,4.7,6
10692,16101,W,False,4.9,16114,Android,0.0,100.0,2.54,1.0,5.0,7
10693,16081,A,False,4.9,16237,iPhone,12.8,63.8,2.35,1.06,4.9,9
10694,16074,W,True,5.0,16186,Android,0.0,75.0,3.73,1.0,4.6,4
10695,16094,A,False,5.0,16180,iPhone,0.0,0.0,0.53,1.0,5.0,1
10696,16088,W,True,4.8,16194,iPhone,0.0,25.0,4.44,1.0,5.0,2
10697,16082,K,False,4.5,16227,Android,0.0,100.0,3.37,1.0,5.0,0
10698,16093,A,True,5.0,16192,Android,0.0,40.0,2.41,1.0,4.3,3
10699,16099,W,False,4.9,16243,iPhone,6.3,75.0,1.7,1.02,4.8,2
10700,16086,A,True,5.0,16087,iPhone,0.0,100.0,3.54,1.0,5.0,3
10701,16088,A,True,5.0,16230,iPhone,0.0,82.4,2.78,1.0,4.5,3
10702,16075,W,False,5.0,16173,iPhone,0.0,50.0,7.26,1.0,5.0,1
10703,16097,W,False,5.0,16208,Android,0.0,0.0,15.97,1.0,5.0,0
10704,16100,A,True,4.5,16177,iPhone,0.0,37.5,2.49,1.0,3.8,4
10705,16076,W,True,4.5,16204,Android,7.4,63.0,4.18,1.04,4.8,3
10706,16093,K,False,5.0,16155,iPhone,0.0,100.0,9.41,1.0,,0
10707,16071,K,False,5.0,16243,iPhone,0.0,0.0,1.34,1.0,,0
10708,16101,K,False,4.8,16236,iPhone,11.1,44.4,8.02,1.06,4.9,1
10709,16101,A,False,5.0,16171,Android,100.0,50.0,7.59,1.5,5.0,0
10710,16073,W,True,5.0,16171,iPhone,0.0,100.0,7.26,1.0,4.0,1
10711,16077,W,False,4.4,16222,iPhone,0.0,36.8,2.34,1.0,4.3,7
10712,16094,W,True,5.0,16094,Android,0.0,100.0,1.57,1.0,5.0,1
10713,16090,A,False,4.8,16188,Android,9.1,54.5,1.22,1.09,5.0,0
10714,16098,W,False,5.0,16121,Android,0.0,100.0,5.17,1.0,,1
10715,16078,W,False,4.8,16162,iPhone,7.1,100.0,1.58,1.02,4.8,2
10716,16079,W,True,4.8,16235,iPhone,0.0,40.0,11.73,1.0,5.0,2
10717,16082,W,False,3.7,16117,Android,0.0,16.7,1.58,1.0,3.0,5
10718,16096,W,False,5.0,16097,Android,0.0,0.0,0.56,1.0,,1
10719,16096,A,False,4.9,16249,iPhone,4.2,58.3,2.19,1.03,4.1,1
10720,16093,W,False,5.0,16093,iPhone,0.0,100.0,10.15,1.0,5.0,1
10721,16081,W,True,5.0,16082,iPhone,0.0,0.0,6.53,1.0,5.0,2
10722,16089,K,True,5.0,16225,iPhone,0.0,100.0,5.24,1.0,5.0,0
10723,16095,A,False,5.0,16126,Android,0.0,100.0,0.63,1.0,,0
10724,16087,K,False,5.0,16173,iPhone,0.0,0.0,5.81,1.0,,0
10725,16079,K,False,5.0,16251,iPhone,11.8,70.6,7.24,1.09,4.7,0
10726,16086,W,False,5.0,16157,iPhone,0.0,100.0,5.13,1.0,5.0,1
10727,16095,A,True,4.9,16211,Android,11.1,70.4,1.71,1.15,4.6,10
10728,16101,A,False,5.0,16150,iPhone,20.0,40.0,2.99,1.35,4.5,4
10729,16071,W,False,5.0,16071,iPhone,0.0,100.0,19.67,1.0,3.0,1
10730,16090,W,False,5.0,16180,Android,0.0,50.0,11.64,1.0,4.5,1
10731,16086,W,True,5.0,16136,Android,0.0,100.0,17.81,1.0,5.0,0
10732,16086,A,False,4.0,16249,iPhone,0.0,40.0,3.2,1.0,5.0,1
10733,16071,K,True,4.9,16250,iPhone,0.0,64.2,2.62,1.0,5.0,20
10734,16099,K,False,5.0,16250,iPhone,0.0,62.5,5.45,1.0,5.0,2
10735,16094,W,False,5.0,16188,iPhone,40.0,80.0,10.56,1.3,5.0,0
10736,16082,A,False,5.0,16193,Android,66.7,33.3,6.18,1.25,5.0,1
10737,16083,W,False,5.0,16083,Android,0.0,100.0,21.19,1.0,,1
10738,16092,W,False,4.7,16243,Android,0.0,93.3,4.12,1.0,5.0,4
10739,16072,A,False,4.2,16131,iPhone,20.0,40.0,2.3,1.45,4.8,0
10740,16096,W,True,5.0,16219,iPhone,0.0,100.0,8.01,1.0,4.0,0
10741,16088,A,True,4.7,16195,Android,0.0,0.0,3.16,1.0,5.0,0
10742,16092,A,True,3.0,16212,iPhone,0.0,100.0,0.75,1.0,5.0,0
10743,16081,W,False,5.0,16164,iPhone,0.0,100.0,13.1,1.0,5.0,0
10744,16092,A,True,5.0,16229,iPhone,0.0,83.3,6.46,1.0,5.0,3
10745,16096,A,True,4.7,16207,iPhone,66.7,0.0,6.25,2.33,4.5,0
10746,16092,W,False,4.0,16204,Android,16.7,83.3,2.43,1.04,,1
10747,16079,W,True,4.8,16232,iPhone,0.0,75.0,2.36,1.0,3.9,4
10748,16079,A,False,5.0,16216,iPhone,0.0,100.0,4.59,1.0,,0
10749,16077,W,True,5.0,16235,iPhone,60.0,40.0,5.74,1.35,4.5,0
10750,16097,W,False,5.0,16176,Android,0.0,100.0,6.24,1.0,4.7,0
10751,16077,W,True,5.0,16082,iPhone,0.0,0.0,4.32,1.0,4.0,1
10752,16086,W,False,4.6,16191,Android,9.3,93.0,2.54,1.07,5.0,0
10753,16081,A,False,4.6,16221,iPhone,27.3,36.4,4.45,1.11,2.8,2
10754,16087,W,True,5.0,16087,Android,0.0,100.0,8.12,1.0,,1
10755,16075,A,False,4.8,16110,Android,40.0,0.0,2.86,1.65,5.0,0
10756,16088,W,True,3.5,16214,Android,0.0,0.0,2.79,1.0,3.0,0
10757,16088,K,False,4.9,16245,iPhone,10.0,90.0,1.31,1.18,3.5,2
10758,16071,A,True,4.6,16244,Android,18.2,72.7,2.6,1.07,5.0,1
10759,16080,W,False,5.0,16222,iPhone,33.3,33.3,2.86,1.5,4.8,0
10760,16077,A,True,4.2,16208,Android,20.0,20.0,12.19,1.05,4.0,1
10761,16088,K,False,4.9,16249,iPhone,10.5,73.7,2.32,1.08,4.4,2
10762,16080,K,True,4.8,16248,Android,54.5,100.0,1.93,1.55,4.9,2
10763,16092,W,True,4.9,16250,iPhone,7.1,71.4,2.02,1.07,3.0,7
10764,16091,W,True,4.4,16240,iPhone,42.9,100.0,3.04,1.57,4.6,3
10765,16096,K,True,5.0,16096,Android,0.0,0.0,1.67,1.0,,1
10766,16095,W,False,5.0,16208,Android,25.0,0.0,4.77,1.13,5.0,1
10767,16089,A,False,5.0,16089,iPhone,0.0,0.0,7.93,1.0,5.0,1
10768,16085,A,False,4.9,16252,iPhone,9.5,52.4,2.96,1.07,5.0,3
10769,16074,A,False,5.0,16178,Android,0.0,66.7,3.47,1.0,5.0,1
10770,16093,A,True,5.0,16176,iPhone,16.7,100.0,4.53,1.13,4.0,3
10771,16088,W,True,5.0,16194,iPhone,0.0,0.0,1.34,1.0,5.0,0
10772,16077,K,False,4.8,16086,iPhone,0.0,100.0,6.02,1.0,4.8,6
10773,16075,W,True,4.6,16249,iPhone,16.7,25.0,3.92,1.23,3.4,5
10774,16073,K,True,4.6,16248,iPhone,3.0,68.2,4.45,1.03,4.6,8
10775,16088,W,True,5.0,16249,iPhone,0.0,50.0,9.34,1.0,,0
10776,16074,K,False,5.0,16214,iPhone,28.6,71.4,3.38,1.21,5.0,2
10777,16086,A,False,5.0,16239,iPhone,0.0,100.0,2.64,1.0,,0
10778,16100,W,True,5.0,16102,iPhone,0.0,100.0,5.4,1.0,5.0,1
10779,16087,W,False,5.0,16088,Android,0.0,50.0,15.33,1.0,5.0,2
10780,16072,W,True,4.4,16099,Android,0.0,100.0,6.36,1.0,4.8,7
10781,16075,A,False,4.9,16248,iPhone,7.7,76.9,5.33,1.06,4.5,5
10782,16088,A,False,4.7,16184,Android,0.0,66.7,5.3,1.0,5.0,1
10783,16080,W,True,5.0,16246,iPhone,0.0,94.7,2.62,1.0,5.0,5
10784,16093,W,False,5.0,16094,iPhone,0.0,100.0,13.35,1.0,,1
10785,16098,W,True,5.0,16102,iPhone,0.0,0.0,18.22,1.0,,1
10786,16077,A,False,5.0,16078,Android,0.0,100.0,1.16,1.0,,1
10787,16080,W,False,5.0,16081,iPhone,0.0,100.0,19.98,1.0,,1
10788,16088,K,False,4.8,16224,Android,0.0,60.0,3.34,1.0,4.9,5
10789,16076,W,False,5.0,16077,Android,0.0,100.0,10.91,1.0,5.0,2
10790,16088,A,True,4.9,16236,iPhone,5.6,33.3,1.96,1.17,4.9,7
10791,16096,W,False,5.0,16096,Android,0.0,0.0,12.23,1.0,,1
10792,16093,W,False,4.5,16191,iPhone,0.0,100.0,17.88,1.0,5.0,0
10793,16100,W,False,4.8,16249,Android,0.0,66.7,3.81,1.0,4.3,3
10794,16078,A,False,5.0,16079,iPhone,0.0,100.0,14.49,1.0,5.0,1
10795,16089,W,False,4.5,16131,iPhone,0.0,33.3,12.4,1.0,4.8,4
10796,16084,K,False,4.8,16149,iPhone,0.0,100.0,1.83,1.0,5.0,2
10797,16075,W,True,4.6,16194,Android,7.7,15.4,3.93,1.02,3.8,9
10798,16073,A,False,4.6,16117,iPhone,30.0,60.0,3.02,1.27,4.1,8
10799,16088,W,False,5.0,16208,Android,0.0,20.0,3.24,1.0,4.3,4
10800,16093,W,False,5.0,16097,iPhone,0.0,0.0,3.07,1.0,,1
10801,16091,K,True,4.4,16244,iPhone,0.0,88.9,8.57,1.0,4.9,5
10802,16074,W,False,4.8,16248,iPhone,50.0,100.0,3.86,1.75,5.0,2
10803,16081,K,False,5.0,16220,iPhone,0.0,75.0,4.77,1.0,4.0,0
10804,16092,K,False,3.8,16237,Android,0.0,100.0,19.55,1.0,,1
10805,16086,A,True,4.9,16250,iPhone,9.5,57.1,2.42,1.05,4.8,2
10806,16082,K,False,5.0,16083,iPhone,0.0,0.0,1.26,1.0,,1
10807,16095,A,False,5.0,16186,iPhone,0.0,0.0,1.35,1.0,5.0,0
10808,16071,K,True,5.0,16243,Android,0.0,0.0,1.68,1.0,4.5,2
10809,16100,K,True,5.0,16151,iPhone,0.0,50.0,2.01,1.0,5.0,0
10810,16080,K,True,5.0,16103,Android,0.0,0.0,4.73,1.0,5.0,1
10811,16075,W,True,5.0,16075,Android,0.0,0.0,13.46,1.0,5.0,1
10812,16089,K,False,5.0,16140,Android,0.0,100.0,6.44,1.0,5.0,0
10813,16094,A,False,5.0,16117,iPhone,50.0,50.0,4.15,1.63,,2
10814,16093,W,False,5.0,16237,iPhone,25.0,100.0,8.24,1.13,4.7,2
10815,16082,W,True,5.0,16126,iPhone,0.0,100.0,26.8,1.0,,0
10816,16098,A,False,3.0,16116,iPhone,100.0,0.0,1.89,1.25,,1
10817,16096,W,True,4.5,16205,Android,0.0,97.0,1.44,1.0,4.0,18
10818,16101,K,True,5.0,16235,iPhone,0.0,50.0,3.12,1.0,2.0,3
10819,16089,W,False,5.0,16090,iPhone,0.0,0.0,0.73,1.0,,1
10820,16080,W,True,5.0,16113,iPhone,0.0,100.0,37.39,1.0,5.0,0
10821,16091,A,True,5.0,16242,Android,0.0,0.0,7.56,1.0,,2
10822,16090,W,False,5.0,16119,Android,60.0,60.0,6.3,1.65,4.0,5
10823,16088,W,False,5.0,16223,iPhone,0.0,0.0,6.69,1.0,,0
10824,16081,A,True,4.6,16188,Android,0.0,20.0,4.69,1.0,4.5,2
10825,16076,A,False,5.0,16187,iPhone,0.0,0.0,5.72,1.0,5.0,0
10826,16081,A,False,5.0,16168,Android,0.0,100.0,1.84,1.0,5.0,0
10827,16093,W,True,4.5,16241,Android,0.0,96.2,11.93,1.0,4.8,9
10828,16088,W,False,4.7,16131,iPhone,0.0,66.7,1.58,1.0,5.0,0
10829,16091,W,False,4.9,16239,iPhone,5.3,68.4,6.8,1.01,4.4,16
10830,16084,W,True,4.7,16241,iPhone,33.3,100.0,2.93,1.17,5.0,0
10831,16089,A,False,5.0,16147,iPhone,33.3,33.3,5.59,1.5,,1
10832,16080,A,False,5.0,16090,iPhone,0.0,100.0,16.47,1.0,,1
10833,16099,A,True,5.0,16220,iPhone,0.0,100.0,6.27,1.0,5.0,0
10834,16080,W,True,4.8,16249,iPhone,3.0,57.6,2.94,1.01,4.8,2
10835,16082,W,True,4.8,16246,iPhone,0.0,60.0,2.79,1.0,5.0,1
10836,16088,W,False,5.0,16089,Android,33.3,0.0,2.72,1.42,4.7,3
10837,16093,W,False,5.0,16113,Android,33.3,100.0,1.61,1.25,4.0,3
10838,16071,W,False,4.2,16187,iPhone,0.0,20.0,4.67,1.0,5.0,3
10839,16079,A,False,5.0,16087,iPhone,0.0,100.0,11.53,1.0,5.0,2
10840,16089,W,False,4.8,16179,iPhone,0.0,46.2,1.85,1.0,4.8,1
10841,16101,K,False,4.7,16227,Android,0.0,100.0,9.77,1.0,5.0,0
10842,16084,A,False,4.8,16247,iPhone,6.2,75.3,2.58,1.06,4.9,5
10843,16099,A,True,5.0,16099,iPhone,0.0,100.0,1.92,1.0,5.0,1
10844,16087,K,False,4.6,16241,iPhone,0.0,71.4,8.93,1.0,4.5,3
10845,16085,K,True,5.0,16148,Android,0.0,100.0,15.05,1.0,,0
10846,16085,W,True,5.0,16233,iPhone,0.0,100.0,1.35,1.0,4.3,1
10847,16097,A,True,4.9,16245,Android,0.0,60.0,7.26,1.0,5.0,2
10848,16076,W,False,5.0,16156,iPhone,0.0,100.0,6.61,1.0,4.0,1
10849,16095,W,False,4.5,16095,iPhone,0.0,0.0,0.87,1.0,5.0,2
10850,16090,W,False,4.7,16200,Android,0.0,63.6,6.06,1.0,4.6,6
10851,16081,W,True,5.0,16249,iPhone,0.0,100.0,3.24,1.0,5.0,0
10852,16099,A,True,5.0,16226,iPhone,0.0,100.0,20.79,1.0,4.5,0
10853,16081,A,False,5.0,16082,Android,0.0,0.0,14.26,1.0,5.0,1
10854,16072,K,True,5.0,16239,Android,0.0,100.0,7.99,1.0,5.0,0
10855,16095,K,True,4.8,16224,iPhone,0.0,37.5,4.37,1.0,5.0,1
10856,16086,A,False,5.0,16115,Android,50.0,100.0,3.21,1.13,4.0,2
10857,16083,K,False,5.0,16148,iPhone,0.0,100.0,2.56,1.0,5.0,0
10858,16081,A,False,5.0,16166,iPhone,0.0,0.0,15.49,1.0,,0
10859,16087,A,True,4.5,16102,iPhone,0.0,100.0,3.17,1.0,5.0,2
10860,16074,W,False,5.0,16103,iPhone,0.0,33.3,3.09,1.0,4.8,6
10861,16094,W,False,4.0,16250,Android,0.0,25.0,5.8,1.0,5.0,2
10862,16097,W,True,4.7,16251,iPhone,0.0,83.3,3.83,1.0,5.0,0
10863,16075,W,True,4.7,16251,iPhone,3.4,70.5,2.58,1.02,4.1,53
10864,16081,K,False,4.3,16148,Android,16.7,50.0,2.8,1.04,4.2,0
10865,16074,W,True,4.7,16249,iPhone,27.3,69.1,2.66,1.3,3.6,5
10866,16072,W,False,4.0,16073,iPhone,0.0,100.0,14.63,1.0,,1
10867,16075,A,False,5.0,16077,iPhone,100.0,100.0,9.12,1.25,5.0,1
10868,16092,A,False,5.0,16093,iPhone,0.0,100.0,14.09,1.0,5.0,1
10869,16093,A,False,4.5,16137,iPhone,0.0,25.0,6.58,1.0,4.0,3
10870,16076,W,False,4.7,16251,iPhone,0.0,76.6,2.04,1.0,3.8,23
10871,16072,W,True,5.0,16103,iPhone,0.0,0.0,2.24,1.0,5.0,0
10872,16095,A,False,5.0,16173,Android,0.0,0.0,5.96,1.0,3.0,0
10873,16074,A,True,4.5,16116,Android,0.0,50.0,2.2,1.0,5.0,1
10874,16093,K,True,4.8,16250,iPhone,8.3,25.0,2.89,1.04,4.7,2
10875,16086,A,True,5.0,16145,Android,0.0,0.0,6.3,1.0,5.0,0
10876,16095,W,False,4.4,16166,iPhone,0.0,0.0,2.11,1.0,4.0,3
10877,16088,W,False,5.0,16114,Android,0.0,100.0,26.64,1.0,,1
10878,16078,A,False,4.5,16142,iPhone,0.0,100.0,3.56,1.0,3.0,0
10879,16072,K,True,4.8,16117,Android,0.0,25.0,10.73,1.0,4.3,1
10880,16098,K,False,5.0,16207,iPhone,33.3,100.0,9.43,1.25,4.3,0
10881,16094,K,True,4.9,16248,iPhone,14.3,85.7,4.38,1.07,4.8,3
10882,16083,K,True,4.7,16227,iPhone,4.2,75.0,2.0,1.07,4.3,3
10883,16096,K,False,5.0,16096,iPhone,100.0,0.0,2.24,1.25,3.0,1
10884,16079,W,False,5.0,16090,Android,0.0,100.0,5.57,1.0,5.0,2
10885,16071,K,False,5.0,16181,Android,33.3,100.0,9.03,1.67,5.0,2
10886,16072,W,True,5.0,16164,iPhone,0.0,100.0,7.04,1.0,5.0,0
10887,16089,A,False,5.0,16089,iPhone,0.0,0.0,0.82,1.0,4.0,1
10888,16073,W,True,5.0,16250,iPhone,50.0,0.0,2.07,1.69,4.0,0
10889,16093,A,False,4.9,16229,iPhone,8.7,65.2,2.29,1.13,4.8,4
10890,16078,W,False,5.0,16183,iPhone,0.0,100.0,2.08,1.0,5.0,0
10891,16086,A,False,5.0,16221,iPhone,0.0,0.0,10.74,1.0,,0
10892,16085,K,True,5.0,16251,Android,0.0,100.0,11.25,1.0,4.8,2
10893,16090,K,False,5.0,16186,iPhone,0.0,0.0,2.06,1.0,4.7,1
10894,16099,K,False,4.9,16230,iPhone,20.0,50.0,4.81,1.1,5.0,2
10895,16099,W,True,4.9,16243,Android,5.9,44.1,4.91,1.04,5.0,7
10896,16092,W,True,2.5,16102,iPhone,0.0,50.0,2.18,1.0,5.0,2
10897,16074,W,True,5.0,16244,iPhone,0.0,44.4,9.72,1.0,5.0,2
10898,16094,W,False,5.0,16117,iPhone,14.3,71.4,3.97,1.29,4.7,7
10899,16089,W,False,4.8,16112,iPhone,0.0,50.0,7.93,1.0,3.8,4
10900,16084,K,True,4.9,16227,iPhone,11.1,100.0,11.42,1.06,4.4,4
10901,16078,W,True,5.0,16211,iPhone,0.0,100.0,37.24,1.0,5.0,0
10902,16080,W,False,4.8,16116,iPhone,25.0,100.0,2.0,1.06,4.0,2
10903,16098,W,False,5.0,16099,Android,0.0,100.0,3.42,1.0,,1
10904,16090,K,True,5.0,16242,iPhone,0.0,88.9,17.95,1.0,4.7,0
10905,16071,A,False,5.0,16152,Android,20.0,80.0,5.75,1.3,4.0,0
10906,16082,K,False,5.0,16236,iPhone,0.0,0.0,9.44,1.0,5.0,0
10907,16097,K,False,5.0,16097,Android,0.0,100.0,14.14,1.0,5.0,1
10908,16075,K,False,5.0,16077,Android,0.0,100.0,12.12,1.0,5.0,1
10909,16095,W,True,4.0,16103,iPhone,0.0,0.0,9.58,1.0,5.0,1
10910,16073,A,True,5.0,16076,Android,0.0,50.0,0.97,1.0,5.0,2
10911,16080,A,False,4.8,16244,iPhone,0.0,50.0,7.7,1.0,5.0,2
10912,16072,K,True,4.7,16074,iPhone,0.0,100.0,2.26,1.0,5.0,3
10913,16072,W,True,4.9,16212,iPhone,33.3,93.3,2.03,1.22,4.3,1
10914,16097,A,False,5.0,16123,iPhone,0.0,0.0,1.24,1.0,5.0,1
10915,16097,K,True,5.0,16233,iPhone,50.0,50.0,4.69,1.13,2.0,0
10916,16074,W,True,4.2,16250,iPhone,0.0,16.7,3.27,1.0,4.6,3
10917,16084,A,False,4.8,16219,Android,0.0,100.0,6.01,1.0,5.0,0
10918,16087,A,False,4.8,16208,iPhone,25.0,50.0,2.45,1.19,5.0,3
10919,16076,W,False,4.8,16252,iPhone,9.5,71.4,2.61,1.13,3.7,7
10920,16081,W,False,5.0,16244,iPhone,0.0,33.3,8.81,1.0,5.0,1
10921,16073,W,True,4.7,16251,iPhone,20.9,60.5,2.6,1.19,5.0,9
10922,16073,A,True,5.0,16074,iPhone,0.0,100.0,1.63,1.0,,1
10923,16086,A,False,5.0,16111,iPhone,0.0,100.0,12.06,1.0,4.0,1
10924,16073,W,False,5.0,16230,Android,0.0,28.6,4.16,1.0,4.2,1
10925,16098,W,True,5.0,16203,iPhone,0.0,100.0,28.55,1.0,3.0,0
10926,16082,W,False,4.9,16247,iPhone,9.1,63.6,3.97,1.05,5.0,2
10927,16087,W,False,5.0,16090,Android,0.0,100.0,14.36,1.0,5.0,2
10928,16071,K,False,5.0,16072,iPhone,0.0,100.0,2.79,1.0,5.0,2
10929,16082,W,False,5.0,16148,Android,0.0,100.0,2.7,1.0,4.7,3
10930,16089,A,False,4.6,16144,Android,20.0,20.0,2.98,1.55,5.0,3
10931,16076,W,False,5.0,16194,Android,0.0,0.0,2.84,1.0,5.0,0
10932,16086,W,False,5.0,16250,iPhone,100.0,0.0,7.39,2.0,5.0,0
10933,16093,K,True,5.0,16230,iPhone,0.0,100.0,15.22,1.0,5.0,1
10934,16095,A,False,5.0,16207,Android,100.0,0.0,1.38,1.5,1.0,0
10935,16074,A,True,5.0,16242,iPhone,16.7,83.3,3.92,1.17,4.0,1
10936,16081,W,False,5.0,16082,Android,0.0,0.0,9.33,1.0,4.0,1
10937,16096,K,False,5.0,16242,iPhone,16.7,83.3,3.64,1.21,4.4,1
10938,16085,W,False,5.0,16110,iPhone,50.0,50.0,9.41,1.13,4.0,2
10939,16083,K,False,4.6,16231,iPhone,20.0,100.0,4.45,1.05,4.5,0
10940,16093,A,True,4.9,16249,iPhone,0.0,74.2,2.4,1.0,4.2,12
10941,16099,A,False,4.0,16110,iPhone,0.0,0.0,2.28,1.0,4.0,1
10942,16081,K,False,5.0,16238,iPhone,25.0,100.0,1.46,1.06,5.0,3
10943,16089,K,False,5.0,16142,iPhone,0.0,100.0,13.57,1.0,5.0,0
10944,16089,K,False,4.7,16224,iPhone,3.8,50.0,4.34,1.04,4.8,2
10945,16071,W,True,4.8,16214,iPhone,0.0,50.0,2.7,1.0,4.0,0
10946,16087,W,True,4.7,16244,iPhone,9.7,51.6,3.7,1.07,4.9,1
10947,16079,K,True,4.5,16248,iPhone,0.0,100.0,1.12,1.0,4.0,0
10948,16071,W,True,4.7,16244,iPhone,7.5,80.0,3.65,1.07,4.7,6
10949,16087,W,True,4.4,16213,iPhone,21.4,46.4,2.68,1.08,5.0,15
10950,16094,A,True,4.6,16229,iPhone,3.0,83.6,2.29,1.03,3.8,18
10951,16100,A,True,5.0,16201,iPhone,0.0,60.0,4.28,1.0,5.0,1
