signup_date,city,business_service,customer_rating,last_service_use_date,phone,extra_cost_pct,weekday_pct,avg_use_of_service,avg_extra_cost,service_rating,use_of_service_in_first_30_days,recency,predicted_values,probs
16088,K,0,5,2014-06-28,Android,5.2,72.4,2.43,1.03,4.9,23,3,1,[  3.03000035e-22   1.00000000e+00]
16087,W,0,5,2014-07-01,iPhone,0,40,2.18,1,4.7,3,0,1,[  5.74559460e-20   1.00000000e+00]
16079,W,0,4.6,2014-04-12,Android,14.3,76.2,1.99,1.13,4.8,7,80,0,[  1.00000000e+00   2.78107587e-24]
16088,W,0,5,2014-01-19,iPhone,0,0,19.63,1,5,1,163,0,[ 1.  0.]
16093,W,0,5,2014-05-29,iPhone,0,80,2.83,1,3.3,2,33,0,[ 0.99499375  0.00500633]
16076,W,1,5,2014-06-25,iPhone,0,85.7,15.43,1,5,2,6,1,[  2.59185736e-20   1.00000000e+00]
16100,A,1,5,2014-02-15,iPhone,0,66.7,2.18,1,4.5,3,136,0,[ 1.  0.]
16087,W,0,4.7,2014-06-19,iPhone,0,44.4,3.29,1,4.8,2,12,1,[  2.54076111e-13   1.00000000e+00]
16075,A,0,5,2014-02-10,Android,0,100,5.94,1,5,0,141,0,[ 1.  0.]
16071,K,1,5,2014-06-21,iPhone,0,100,1.55,1,5,0,10,1,[  4.14661609e-19   1.00000000e+00]
16095,W,0,5,2014-01-26,Android,0,0,4.96,1,5,1,156,0,[ 1.  0.]
16073,W,0,5,2014-05-25,iPhone,40,20,2.57,1.55,5,2,37,0,[  9.99787629e-01   2.12420797e-04]
16085,W,0,5,2014-01-21,iPhone,0,100,2.36,1,4,1,161,0,[ 1.  0.]
16096,A,0,5,2014-04-13,Android,0,0,3.68,1,5,1,79,0,[  1.00000000e+00   7.29841845e-26]
16087,A,1,5,2014-05-19,iPhone,16.7,66.7,2.25,1.17,4.5,1,43,0,[  1.00000000e+00   5.14726572e-08]
16092,A,0,4.1,2014-05-30,iPhone,9.1,90.9,3.7,1.18,4.9,3,32,0,[ 0.98270559  0.01729442]
16071,A,1,5,2014-03-30,Android,0,50,6.55,1,5,1,93,0,[  1.00000000e+00   1.38378358e-30]
16088,A,1,5,2014-03-16,iPhone,25,0,7.61,1.13,5,2,107,0,[ 1.  0.]
16086,W,1,5,2014-05-15,iPhone,0,50,21.46,1,5,0,47,0,[  1.00000000e+00   6.81701273e-09]
16072,W,0,4.5,2014-06-30,iPhone,0,0,1.81,1,3.8,0,1,1,[  2.03773731e-18   1.00000000e+00]
16096,W,0,5,2014-04-06,iPhone,0,0,5.39,1,5,0,86,0,[  1.00000000e+00   1.36458729e-30]
16098,A,1,5,2014-02-17,iPhone,0,0,1.72,1,5,2,134,0,[ 1.  0.]
16085,A,1,4.7,2014-06-29,Android,14.8,77.8,3.34,1.12,4.3,1,2,1,[  2.69738864e-20   1.00000000e+00]
16077,W,0,4.8,2014-05-02,iPhone,50,75,2.86,1.25,5,1,60,0,[  1.00000000e+00   4.23830850e-15]
16080,W,0,5,2014-01-11,Android,0,0,13.34,1,5,1,171,0,[ 1.  0.]
16071,W,1,4.7,2014-06-21,iPhone,3.1,37.5,2.23,1.02,4.9,11,10,1,[  1.67233967e-14   1.00000000e+00]
16077,W,1,5,2014-06-13,iPhone,0,100,3.37,1,5,1,18,1,[  5.28228448e-14   1.00000000e+00]
16086,W,0,5,2014-03-06,iPhone,33.3,100,5.72,1.58,4,0,117,0,[ 1.  0.]
16082,W,1,4.7,2014-02-19,iPhone,14.3,14.3,3.6,1.14,3.6,6,132,0,[ 1.  0.]
16092,W,0,5,2014-05-06,iPhone,0,100,6.63,1,5,0,56,0,[  1.00000000e+00   2.74864732e-14]
16097,A,0,5,2014-05-27,Android,0,75,6.06,1,5,1,35,0,[  9.99596417e-01   4.03598708e-04]
16079,W,0,5,2014-03-05,Android,0,33.3,3.41,1,5,2,118,0,[ 1.  0.]
16096,K,0,4.9,2014-06-28,iPhone,16.9,61,1.99,1.08,5,14,3,1,[  6.17886081e-20   1.00000000e+00]
16077,W,0,4.5,2014-06-22,iPhone,16.7,16.7,3.95,1.13,5,0,9,1,[  6.61690619e-14   1.00000000e+00]
16086,K,0,5,2014-06-19,iPhone,0,100,9.05,1,4.8,0,12,1,[  6.36754412e-18   1.00000000e+00]
16101,W,0,5,2014-01-31,Android,0,100,3.48,1,5,1,151,0,[ 1.  0.]
16078,A,0,4.4,2014-01-09,iPhone,0,100,2.26,1,4,5,173,0,[ 1.  0.]
16101,W,1,4.7,2014-06-24,iPhone,9.1,63.6,3.07,1.09,4.8,2,7,1,[  3.79548317e-17   1.00000000e+00]
16097,W,0,4.9,2014-02-07,Android,50,80,4.43,1.48,5,10,144,0,[ 1.  0.]
16087,W,1,4.2,2014-06-22,iPhone,3.6,67.9,7.3,1.02,4.4,6,9,1,[  1.32141256e-16   1.00000000e+00]
16101,A,0,5,2014-03-14,Android,0,75,2.27,1,4.8,2,109,0,[  1.00000000e+00   3.13578394e-38]
16095,W,0,5,2014-01-26,Android,0,0,1.92,1,5,1,156,0,[ 1.  0.]
16085,W,1,5,2014-01-16,iPhone,0,100,2.38,1,4,1,166,0,[ 1.  0.]
16096,A,1,4.8,2014-05-16,iPhone,0,75,8.89,1,3.5,3,46,0,[  1.00000000e+00   1.48142809e-09]
16094,A,0,4.5,2014-06-01,iPhone,25,0,6.38,1.44,5,1,30,1,[ 0.00546178  0.99453825]
16087,K,0,4.8,2014-06-20,iPhone,45.5,63.6,2.11,1.25,5,2,11,1,[  1.00892068e-14   1.00000000e+00]
16090,A,0,4.8,2014-06-28,iPhone,33.3,88.9,2.62,1.25,5,2,3,1,[  2.37139191e-20   1.00000000e+00]
16094,A,0,4.9,2014-03-16,iPhone,14.3,71.4,4.08,1.29,4.4,2,107,0,[  1.00000000e+00   3.24828786e-36]
16077,W,1,4.8,2014-06-29,Android,5.7,97.1,3.74,1.14,4.7,10,2,1,[  9.60385220e-24   1.00000000e+00]
16079,W,0,5,2014-06-11,iPhone,0,85.7,6.2,1,4.8,3,20,1,[  1.33180021e-11   1.00000000e+00]
16076,K,0,4.8,2014-06-22,iPhone,0,83.3,1.82,1,5,1,9,1,[  2.34144329e-18   1.00000000e+00]
16101,A,0,5,2014-02-06,Android,0,100,3.19,1,5,2,145,0,[ 1.  0.]
16082,A,0,4.3,2014-04-02,Android,0,100,2.98,1,4.3,0,90,0,[  1.00000000e+00   1.69945608e-29]
16080,K,1,4.5,2014-06-28,iPhone,25,65,5.89,1.18,4.7,10,3,1,[  1.00016967e-19   1.00000000e+00]
16083,A,0,5,2014-01-15,iPhone,0,100,6.22,1,5,2,167,0,[ 1.  0.]
16084,A,1,5,2014-03-17,iPhone,0,11.1,2.21,1,5,0,106,0,[ 1.  0.]
16092,A,0,5,2014-02-28,Android,0,100,7.24,1,5,1,123,0,[ 1.  0.]
16093,W,0,4.6,2014-06-17,iPhone,11.1,88.9,4.74,1.03,5,0,14,1,[  8.97058290e-15   1.00000000e+00]
16083,A,1,4.6,2014-03-19,Android,0,66.7,2.64,1,3.4,1,104,0,[  1.00000000e+00   1.66503566e-36]
16076,K,1,4.8,2014-06-25,iPhone,1,66.3,5.67,1.02,4.9,27,6,1,[  3.55686573e-21   1.00000000e+00]
16071,W,1,3.7,2014-03-10,iPhone,0,0,3.05,1,5,0,113,0,[ 1.  0.]
16087,A,1,4,2014-04-04,iPhone,0,100,1.13,1,5,0,88,0,[  1.00000000e+00   1.47955283e-28]
16095,W,1,4.2,2014-06-22,iPhone,28.6,71.4,2.34,1.29,5,1,9,1,[  1.35237302e-15   1.00000000e+00]
16078,W,0,5,2014-01-25,iPhone,0,100,1.58,1,3.5,2,157,0,[ 1.  0.]
16086,K,1,5,2014-01-17,Android,0,100,4.92,1,5,2,165,0,[ 1.  0.]
16071,A,1,3.3,2014-06-23,iPhone,0,33.3,8.65,1,5,2,8,1,[  1.05331054e-13   1.00000000e+00]
16096,W,1,3,2014-06-01,iPhone,50,0,3.51,1.13,5,1,30,1,[ 0.0244878   0.97551221]
16075,A,0,5,2014-06-23,Android,33.3,100,18.07,1.08,5,1,8,1,[  2.45834604e-18   1.00000000e+00]
16077,K,1,4.9,2014-06-28,iPhone,10.2,70.4,2.36,1.04,5,5,3,1,[  1.96005212e-20   1.00000000e+00]
16080,W,1,5,2014-02-18,iPhone,0,100,17.86,1,4,0,133,0,[ 1.  0.]
16091,A,0,4,2014-06-10,iPhone,0,66.7,2.5,1,5,0,21,1,[  8.60693294e-09   1.00000000e+00]
16095,K,1,4.7,2014-04-18,iPhone,0,66.7,6.69,1,5,5,74,0,[  1.00000000e+00   3.96892204e-22]
16088,W,0,4.4,2014-01-20,Android,0,0,3.95,1,5,5,162,0,[ 1.  0.]
16087,K,0,5,2014-04-21,iPhone,0,20,10.24,1,4.8,0,71,0,[  1.00000000e+00   1.86791341e-20]
16080,K,0,5,2014-06-07,Android,23.5,64.7,2.72,1.09,5,6,24,1,[  7.59936256e-08   9.99999881e-01]
16097,K,1,4.9,2014-05-20,Android,13.8,81,2.96,1.09,4.7,19,42,0,[  9.99999881e-01   6.62087771e-08]
16084,A,0,5,2014-05-25,iPhone,0,0,0.91,1,4,0,37,0,[  9.99110997e-01   8.89021787e-04]
16073,W,0,4.8,2014-06-16,iPhone,0,81.8,9.77,1,4.6,3,15,1,[  1.20931775e-14   1.00000000e+00]
16089,K,1,4.7,2014-06-29,iPhone,2.8,66.7,3.03,1.03,4.5,6,2,1,[  4.75881328e-21   1.00000000e+00]
16087,W,1,5,2014-01-18,iPhone,0,100,6.91,1,4,1,164,0,[ 1.  0.]
16094,W,0,4,2014-06-07,iPhone,0,33.3,4.22,1,4,4,24,1,[  6.19180901e-06   9.99993801e-01]
16086,K,1,4.8,2014-06-29,iPhone,10.5,54.4,2.51,1.06,4.6,9,2,1,[  7.64639554e-20   1.00000000e+00]
16098,A,0,4.5,2014-05-13,iPhone,16.7,100,3.24,1.04,4,2,49,0,[  1.00000000e+00   1.67637883e-11]
16097,W,1,4.8,2014-06-26,iPhone,0,66.7,5.4,1,4.5,4,5,1,[  3.14883206e-19   1.00000000e+00]
16088,A,0,5,2014-06-02,iPhone,0,0,8.09,1,5,1,29,1,[ 0.0022962   0.99770385]
16100,W,1,4.7,2014-01-31,iPhone,0,100,0.68,1,3.3,3,151,0,[ 1.  0.]
16073,W,1,5,2014-03-02,iPhone,0,25,2.46,1,4,1,121,0,[ 1.  0.]
16096,W,1,4.9,2014-06-25,iPhone,7,82.5,6.09,1.07,4.4,3,6,1,[  1.44154148e-19   1.00000000e+00]
16072,W,0,4.1,2014-06-22,iPhone,0,21.4,1.51,1,4,1,9,1,[  3.41081303e-13   1.00000000e+00]
16084,W,0,4.8,2014-06-27,iPhone,0,86.2,2.81,1,4.8,15,4,1,[  1.82668884e-22   1.00000000e+00]
16071,W,1,4.8,2014-06-30,iPhone,3.2,48.4,5.29,1.06,4.7,7,1,1,[  5.08736401e-20   1.00000000e+00]
16071,W,0,4.7,2014-04-26,Android,0,28.6,5.55,1,4,4,66,0,[  1.00000000e+00   7.53618944e-18]
16096,A,0,4.5,2014-05-04,iPhone,30.2,60.5,2.41,1.22,4.7,22,58,0,[  1.00000000e+00   3.82397132e-15]
16096,W,1,4.7,2014-07-01,Android,4.3,73.1,4.49,1.02,4.8,0,0,1,[  9.95399382e-22   1.00000000e+00]
16080,A,1,5,2014-03-01,Android,0,100,1.43,1,5,0,122,0,[ 1.  0.]
16091,A,1,4.7,2014-06-21,iPhone,8.6,83.6,1.97,1.07,4.9,28,10,1,[  5.56784447e-20   1.00000000e+00]
16081,K,1,5,2014-01-12,iPhone,0,0,7.35,1,5,3,170,0,[ 1.  0.]
16093,K,0,5,2014-06-26,iPhone,0,100,2.45,1,5,0,5,1,[  4.76751433e-22   1.00000000e+00]
16071,K,1,4.8,2014-05-17,iPhone,0,20,2.39,1,4,0,45,0,[  9.99999762e-01   1.97955259e-07]
16100,A,0,3,2014-02-02,Android,50,50,4.27,1.38,4.5,2,149,0,[ 1.  0.]
16078,W,1,5,2014-05-26,Android,50,25,2.97,1.31,5,0,36,0,[  9.99492049e-01   5.07969584e-04]
16076,W,1,5,2014-01-15,iPhone,0,100,13.34,1,5,1,167,0,[ 1.  0.]
16088,A,1,4.8,2014-06-20,iPhone,30.8,30.8,4.56,1.15,5,2,11,1,[  3.72384740e-13   1.00000000e+00]
16082,K,1,4.9,2014-06-10,iPhone,16.7,78.6,4.63,1.16,5,10,21,1,[  9.66776381e-11   1.00000000e+00]
16079,K,1,4.8,2014-07-01,iPhone,16.7,79.2,2.77,1.12,5,0,0,1,[  6.18814806e-22   1.00000000e+00]
16075,K,0,4.9,2014-06-07,iPhone,2.8,58.3,8.17,1.02,4.8,4,24,1,[  1.46185272e-07   9.99999881e-01]
16095,W,0,4.3,2014-05-18,Android,37.5,0,2.21,1.16,5,0,44,0,[  9.99998450e-01   1.52973098e-06]
16073,A,1,4.6,2014-06-28,iPhone,0,67.9,1.89,1,4.7,9,3,1,[  8.90998647e-21   1.00000000e+00]
16090,A,0,5,2014-05-04,iPhone,0,0,7.18,1,4,0,58,0,[  1.00000000e+00   7.67550086e-13]
16095,W,1,4.6,2014-06-26,iPhone,5.9,70.6,6.14,1.01,5,2,5,1,[  5.43304117e-19   1.00000000e+00]
16089,W,0,4.9,2014-05-22,iPhone,0,66.7,4.78,1,5,0,40,0,[  9.99999046e-01   9.66530365e-07]
16096,W,0,5,2014-01-26,iPhone,0,0,9.21,1,5,1,156,0,[ 1.  0.]
16080,A,0,5,2014-01-10,iPhone,0,100,13.93,1,5,1,172,0,[ 1.  0.]
16094,W,1,3.8,2014-06-16,iPhone,0,50,8.44,1,5,0,15,1,[  1.74267614e-11   1.00000000e+00]
16094,W,0,5,2014-01-24,iPhone,0,100,14.89,1,5,2,158,0,[ 1.  0.]
16095,K,0,4.8,2014-06-29,iPhone,23.4,46.8,1.26,1.11,5,19,2,1,[  4.01488331e-20   1.00000000e+00]
16093,W,1,5,2014-02-13,iPhone,0,100,17.08,1,3,3,138,0,[ 1.  0.]
16081,A,0,5,2014-03-02,Android,0,0,4.46,1,5,0,121,0,[ 1.  0.]
16094,K,0,4.8,2014-07-01,iPhone,14.5,62.9,4.12,1.08,4.9,16,0,1,[  3.48864004e-22   1.00000000e+00]
16095,W,1,5,2014-01-26,Android,0,0,0.7,1,4,1,156,0,[ 1.  0.]
16083,K,0,5,2014-06-20,iPhone,0,100,14.4,1,4,0,11,1,[  2.52905881e-18   1.00000000e+00]
16098,W,0,5,2014-06-01,Android,50,25,2.36,1.19,5,1,30,1,[ 0.01055639  0.98944366]
16091,A,0,4.7,2014-05-13,Android,20,70,2.44,1.2,5,2,49,0,[  1.00000000e+00   2.32867947e-10]
16098,A,1,5,2014-01-31,Android,0,100,2.83,1,5,2,151,0,[ 1.  0.]
16088,W,0,5,2014-01-20,Android,0,50,12.19,1,5,2,162,0,[ 1.  0.]
16089,A,1,5,2014-05-07,Android,0,100,1.04,1,5,1,55,0,[  1.00000000e+00   9.07305847e-14]
16071,A,1,4.7,2014-05-26,iPhone,0,66.7,9.92,1,3,1,36,0,[  9.99961734e-01   3.82966900e-05]
16079,W,0,5,2014-01-09,iPhone,0,100,4.09,1,5,1,173,0,[ 1.  0.]
16080,W,1,4.8,2014-06-23,iPhone,16.3,55.8,3.84,1.13,3.7,1,8,1,[  2.42959797e-15   1.00000000e+00]
16094,K,1,4.7,2014-06-18,iPhone,0,100,10,1,5,0,13,1,[  3.46615113e-17   1.00000000e+00]
16098,K,1,5,2014-03-09,Android,0,0,10.04,1,5,0,114,0,[ 1.  0.]
16090,K,1,4.7,2014-06-21,Android,0,33.3,2.54,1,5,1,10,1,[  1.26172049e-13   1.00000000e+00]
16079,A,1,4.8,2014-05-10,iPhone,0,83.3,5.39,1,5,0,52,0,[  1.00000000e+00   6.35684821e-12]
16081,K,1,5,2014-06-19,iPhone,40,100,1.77,1.3,4.8,0,12,1,[  4.50793793e-16   1.00000000e+00]
16094,A,1,5,2014-04-05,iPhone,0,0,1.75,1,5,0,87,0,[  1.00000000e+00   2.00168953e-32]
16095,K,1,5,2014-06-17,iPhone,0,80,12.27,1,5,0,14,1,[  3.05038778e-15   1.00000000e+00]
16100,K,1,4.9,2014-06-29,iPhone,22.5,52.5,2.69,1.14,4.5,14,2,1,[  5.38173788e-20   1.00000000e+00]
16091,A,1,5,2014-03-03,iPhone,0,33.3,10.97,1,4,0,120,0,[ 1.  0.]
16089,A,1,5,2014-01-19,Android,0,0,4.71,1,5,1,163,0,[ 1.  0.]
16094,A,0,5,2014-05-19,iPhone,33.3,0,3.7,1.08,5,0,43,0,[  9.99995708e-01   4.23529173e-06]
16073,W,0,4.3,2014-05-02,Android,0,100,12.3,1,5,2,60,0,[  1.00000000e+00   1.55681453e-16]
16074,W,0,5,2014-05-03,Android,33.3,66.7,3.16,1.75,4.7,0,59,0,[  1.00000000e+00   1.60846434e-13]
16095,K,1,4.9,2014-06-28,iPhone,20.9,46.5,2.19,1.15,5,9,3,1,[  1.43322421e-18   1.00000000e+00]
16088,A,1,5,2014-01-22,iPhone,0,33.3,2.92,1,5,3,160,0,[ 1.  0.]
16099,W,0,4.5,2014-01-29,Android,0,100,9.62,1,3,2,153,0,[ 1.  0.]
16073,W,1,4.8,2014-04-06,Android,0,60,7.85,1,4.9,0,86,0,[  1.00000000e+00   2.96135013e-27]
16087,W,0,5,2014-01-19,iPhone,0,25,1.48,1,4.5,4,163,0,[ 1.  0.]
16071,W,0,5,2014-01-02,iPhone,0,100,2.58,1,5,1,180,0,[ 1.  0.]
16075,W,0,5,2014-05-13,iPhone,0,83.3,4.61,1,4.3,0,49,0,[  1.00000000e+00   7.94535965e-11]
16091,W,1,5,2014-06-30,iPhone,0,66.7,5.43,1,5,2,1,1,[  1.45128404e-21   1.00000000e+00]
16094,A,1,4.9,2014-06-28,iPhone,23.1,46.2,2.49,1.08,4.3,2,3,1,[  2.65141330e-17   1.00000000e+00]
16101,A,0,5,2014-01-31,Android,0,100,2.57,1,4,1,151,0,[ 1.  0.]
16088,W,0,5,2014-01-18,Android,100,0,7.75,2.5,5,1,164,0,[ 1.  0.]
16093,W,1,4.7,2014-06-28,iPhone,0.9,66.4,2.34,1,4.9,11,3,1,[  9.23193340e-21   1.00000000e+00]
16096,W,0,5,2014-01-27,iPhone,0,0,0.01,1,4,1,155,0,[ 1.  0.]
16088,A,1,3.5,2014-06-13,iPhone,50,50,5.46,1.38,5,1,18,1,[  7.58504815e-10   1.00000000e+00]
16083,A,0,5,2014-02-18,iPhone,28.6,85.7,11.24,1.36,4.9,0,133,0,[ 1.  0.]
16094,A,0,4.8,2014-05-17,iPhone,27.3,72.7,4.37,1.16,5,4,45,0,[  1.00000000e+00   2.96276692e-09]
16078,W,0,5,2014-01-09,iPhone,0,100,16.34,1,4,1,173,0,[ 1.  0.]
16099,W,0,4.5,2014-03-13,iPhone,0,100,34.02,1,4,1,110,0,[ 1.  0.]
16074,A,0,4.7,2014-05-28,iPhone,6.3,75,2.97,1.06,4.3,17,34,0,[ 0.99791342  0.00208661]
16081,A,0,4.5,2014-06-15,iPhone,25,75,3.04,1.13,4,0,16,1,[  5.30490669e-12   1.00000000e+00]
16081,A,0,5,2014-01-11,Android,0,0,6.24,1,3,1,171,0,[ 1.  0.]
16087,W,0,5,2014-04-24,Android,0,66.7,3.52,1,5,1,68,0,[  1.00000000e+00   1.15650582e-18]
16100,A,1,1,2014-02-08,iPhone,0,100,10.52,1,1,1,143,0,[ 1.  0.]
16095,W,0,4.9,2014-06-25,iPhone,6.7,90,2.99,1.06,4.9,7,6,1,[  1.25258514e-20   1.00000000e+00]
16085,K,1,4.9,2014-06-26,iPhone,0,100,3.5,1,4.8,4,5,1,[  1.60490507e-22   1.00000000e+00]
16087,W,1,4.5,2014-06-29,iPhone,0,83.3,4.32,1,3.6,1,2,1,[  1.31764904e-21   1.00000000e+00]
16084,W,0,4.9,2014-06-28,iPhone,10.3,44.8,3.13,1.1,5,9,3,1,[  2.22143903e-18   1.00000000e+00]
16092,W,0,5,2014-03-19,iPhone,0,100,3.23,1,5,0,104,0,[  1.00000000e+00   8.88429361e-36]
16087,W,1,5,2014-04-12,iPhone,0,100,9.77,1,5,0,80,0,[  1.00000000e+00   7.45700599e-25]
16095,W,0,5,2014-06-14,Android,0,22.2,5.8,1,5,2,17,1,[  1.89672333e-10   1.00000000e+00]
16083,A,0,5,2014-04-09,Android,0,100,10.4,1,5,1,83,0,[  1.00000000e+00   3.99699181e-26]
16084,A,0,5,2014-04-29,Android,0,100,2.42,1,4,0,63,0,[  1.00000000e+00   1.42241879e-17]
16099,W,1,5,2014-06-01,Android,0,0,5.74,1,5,0,30,1,[ 0.03478031  0.96521962]
16076,W,0,4.8,2014-06-28,iPhone,36,52,2.89,1.39,4.6,9,3,1,[  3.85777961e-19   1.00000000e+00]
16076,W,0,4.5,2014-03-23,Android,0,46.2,2.95,1,4.9,6,100,0,[  1.00000000e+00   1.01224449e-35]
16085,W,0,5,2014-03-28,Android,0,100,7.16,1,5,0,95,0,[  1.00000000e+00   1.50617314e-31]
16088,A,0,5,2014-01-19,iPhone,100,0,13.78,1.25,5,1,163,0,[ 1.  0.]
16101,A,1,5,2014-02-25,Android,0,100,1.92,1,5,1,126,0,[ 1.  0.]
16072,W,0,4.7,2014-06-26,iPhone,0,100,2.56,1,4.7,0,5,1,[  1.60836879e-21   1.00000000e+00]
16099,A,0,5,2014-02-14,iPhone,0,100,10.75,1,5,1,137,0,[ 1.  0.]
16090,W,1,5,2014-01-22,Android,0,100,9.08,1,4,2,160,0,[ 1.  0.]
16080,K,1,4.6,2014-06-26,iPhone,12.5,71.9,1.96,1.06,4.8,1,5,1,[  9.75225056e-19   1.00000000e+00]
16086,W,0,5,2014-05-23,Android,0,100,2.4,1,4.7,5,39,0,[  9.99999046e-01   9.07155083e-07]
16074,W,0,5,2014-03-29,Android,0,20,3.13,1,3.8,3,94,0,[  1.00000000e+00   5.76782109e-34]
16098,W,1,4.6,2014-03-27,Android,0,57.1,2.83,1,4.7,6,96,0,[  1.00000000e+00   4.13810084e-33]
16080,A,0,5,2014-01-11,Android,0,100,2.52,1,5,1,171,0,[ 1.  0.]
16080,K,0,5,2014-06-19,iPhone,0,100,8.53,1,5,0,12,1,[  5.71443085e-18   1.00000000e+00]
16095,A,1,4.5,2014-06-27,iPhone,24.2,39.4,1.84,1.24,4,4,4,1,[  2.25942995e-16   1.00000000e+00]
16080,A,0,4.5,2014-04-13,Android,100,0,1.67,1.88,5,0,79,0,[  1.00000000e+00   2.43242578e-23]
16096,W,0,4.5,2014-04-11,iPhone,0,75,0.89,1,4.5,2,81,0,[  1.00000000e+00   2.24952956e-25]
16082,W,0,5,2014-01-12,iPhone,0,0,4.99,1,1,1,170,0,[ 1.  0.]
16076,W,1,4.7,2014-06-28,iPhone,9.1,54.5,2.93,1.14,4.4,4,3,1,[  1.36033378e-18   1.00000000e+00]
16101,K,1,4.3,2014-06-12,iPhone,33.3,66.7,2.99,1.5,4.3,2,19,1,[  1.40926701e-10   1.00000000e+00]
16096,A,1,4,2014-05-04,iPhone,25,50,3.1,1.31,4.3,1,58,0,[  1.00000000e+00   1.64909400e-13]
16087,A,1,5,2014-06-27,iPhone,0,31.8,2.59,1,4,0,4,1,[  1.60641678e-16   1.00000000e+00]
16095,A,0,5,2014-01-25,Android,0,0,4.64,1,5,1,157,0,[ 1.  0.]
16072,W,0,3,2014-05-26,iPhone,0,50,9.68,1,5,0,36,0,[  9.99989033e-01   1.10035026e-05]
16077,W,0,4.8,2014-03-06,iPhone,0,100,4.04,1,4.3,0,117,0,[ 1.  0.]
16081,K,1,5,2014-06-21,iPhone,0,100,5.46,1,5,0,10,1,[  3.66844675e-19   1.00000000e+00]
16090,W,1,5,2014-04-03,iPhone,0,100,7.29,1,5,1,89,0,[  1.00000000e+00   8.27254559e-29]
16075,W,0,4.2,2014-03-20,iPhone,27.3,100,2.95,1.27,3.3,0,103,0,[  1.00000000e+00   1.63430323e-34]
16101,A,1,5,2014-05-19,iPhone,0,0,2.47,1,5,0,43,0,[  9.99990702e-01   9.34009950e-06]
16072,W,0,4.6,2014-06-30,iPhone,20,54.3,4.1,1.15,4.9,2,1,1,[  3.26891335e-19   1.00000000e+00]
16078,A,0,5,2014-01-17,iPhone,0,100,14.3,1,4,1,165,0,[ 1.  0.]
16079,A,1,4.6,2014-07-01,iPhone,21.7,62.7,0.89,1.14,4.1,20,0,1,[  6.59418852e-22   1.00000000e+00]
16097,K,1,5,2014-06-28,Android,20,93.3,3.17,1.1,5,0,3,1,[  4.33432099e-21   1.00000000e+00]
16081,A,0,4.7,2014-04-21,iPhone,50,83.3,3.55,1.46,4.5,4,71,0,[  1.00000000e+00   8.51859417e-20]
16095,W,1,1,2014-03-15,iPhone,0,0,0,1,1,0,108,0,[ 1.  0.]
16087,A,0,4.8,2014-06-22,iPhone,0,50,6.95,1,5,3,9,1,[  1.57846877e-15   1.00000000e+00]
16097,W,0,4.7,2014-06-29,iPhone,7.9,31.6,3.41,1.07,4.8,7,2,1,[  3.40870377e-18   1.00000000e+00]
16087,W,1,5,2014-06-14,iPhone,0,60,8.92,1,5,2,17,1,[  5.07223126e-12   1.00000000e+00]
16071,W,1,4,2014-06-01,iPhone,0,0,0.95,1,5,0,30,1,[ 0.23840964  0.76159036]
16098,W,0,5,2014-01-29,iPhone,0,100,14.65,1,5,1,153,0,[ 1.  0.]
16091,A,1,5,2014-03-21,iPhone,0,100,15.28,1,5,0,102,0,[  1.00000000e+00   8.67548179e-35]
16081,K,0,4.8,2014-06-08,iPhone,33.3,58.3,1.7,1.18,4.5,5,23,1,[  2.41514506e-08   1.00000000e+00]
16097,W,0,5,2014-04-18,Android,0,100,1.21,1,5,0,74,0,[  1.00000000e+00   3.26198250e-22]
16079,A,0,5,2014-03-22,iPhone,0,0,1.76,1,5,0,101,0,[ 1.  0.]
16082,W,0,5,2014-01-26,Android,0,0,0.62,1,4.7,3,156,0,[ 1.  0.]
16079,A,1,4.8,2014-06-04,iPhone,0,83.3,8.39,1,5,2,27,1,[  2.87968833e-05   9.99971151e-01]
16092,W,1,4.7,2014-06-08,iPhone,0,42.9,9.12,1,4.2,3,23,1,[  1.20223376e-07   9.99999881e-01]
16088,W,0,4,2014-01-20,iPhone,0,0,3.25,1,5,2,162,0,[ 1.  0.]
16094,W,0,5,2014-01-25,Android,0,50,0.93,1,3,2,157,0,[ 1.  0.]
16090,A,0,4.5,2014-04-26,iPhone,12.5,87.5,3.37,1.05,4.4,4,66,0,[  1.00000000e+00   1.14482562e-18]
16096,W,0,4.8,2014-06-18,iPhone,23.1,69.2,3.53,1.29,4.3,3,13,1,[  4.36032300e-14   1.00000000e+00]
16071,K,1,4.9,2014-06-22,iPhone,31.8,50,1.68,1.25,4.9,0,9,1,[  1.05030883e-14   1.00000000e+00]
16096,W,0,4.7,2014-06-30,iPhone,7.4,63,4.6,1.1,4.8,13,1,1,[  2.90571020e-21   1.00000000e+00]
16089,W,0,4.3,2014-02-12,Android,0,100,14.97,1,5,3,139,0,[ 1.  0.]
16095,W,1,5,2014-04-13,Android,10,25,4.37,1.06,4.8,5,79,0,[  1.00000000e+00   6.15600387e-24]
16093,W,0,5,2014-02-07,iPhone,0,100,16.54,1,5,1,144,0,[ 1.  0.]
16071,W,1,4.6,2014-06-19,Android,4.3,68.1,3.9,1.06,4.3,19,12,1,[  8.51500517e-16   1.00000000e+00]
16096,W,0,4.5,2014-05-26,Android,0,53.3,1.65,1,3.7,1,36,0,[  9.99951005e-01   4.89467129e-05]
